fetched_at_utc,fixture_id,event_id,date,home_team,away_team,source,bookmakers,odds_avg_h,odds_avg_d,odds_avg_a,odds_best_h,odds_best_d,odds_best_a
2026-04-04T22:35:21Z,2026-04-05|Alaves|Osasuna,afd4c593a31f1451820094112520c894,2026-04-05,Alaves,Osasuna,api:the-odds-api,21,2.4904761904761905,3.1376190476190478,3.0552380952380958,2.62,3.25,3.2
2026-04-04T22:35:21Z,2026-04-05|Getafe|Athletic Club,6fb17c1ee4b1d9e5b165f7f2129621d6,2026-04-05,Getafe,Athletic Club,api:the-odds-api,21,3.0776190476190473,2.835238095238096,2.708571428571428,3.2,2.93,2.85
2026-04-04T22:35:21Z,2026-04-05|Oviedo|Sevilla,4bd93caf5225a09ca7c863347e9578a6,2026-04-05,Oviedo,Sevilla,api:the-odds-api,21,2.86,2.95904761904762,2.780952380952381,2.98,3.1,2.9
2026-04-04T22:35:21Z,2026-04-05|Valencia|Celta Vigo,f11e0b1d7c006317bb49a968a329abad,2026-04-05,Valencia,Celta Vigo,api:the-odds-api,21,2.357619047619047,3.264761904761905,3.1409523809523807,2.45,3.4,3.35
2026-04-04T22:35:21Z,2026-04-06|Girona|Villarreal,be28a5e512211e725fea8524a9a60d42,2026-04-06,Girona,Villarreal,api:the-odds-api,21,3.1461904761904766,3.4519047619047623,2.2704761904761908,3.31,3.65,2.35
2026-04-04T22:35:21Z,2026-04-10|Real Madrid|Girona,7559b639344db13dd02fe99179c7d77f,2026-04-10,Real Madrid,Girona,api:the-odds-api,18,1.2149999999999999,7.039999999999999,11.480555555555556,1.25,7.6,13.0
2026-04-04T22:35:21Z,2026-04-11|Barcelona|Espanyol,55b745a0778185dd0225c9412bb3b69a,2026-04-11,Barcelona,Espanyol,api:the-odds-api,17,1.2258823529411766,7.0994117647058825,10.321176470588236,1.29,8.0,12.5
2026-04-04T22:35:21Z,2026-04-11|Elche|Valencia,fb63c2d00e89a32791a12a8859455b11,2026-04-11,Elche,Valencia,api:the-odds-api,17,2.3911764705882352,3.2411764705882358,3.021176470588235,2.6,3.38,3.23
2026-04-04T22:35:21Z,2026-04-11|Real Sociedad|Alaves,016d8d76a7cc27f1bc8cc6775df92683,2026-04-11,Real Sociedad,Alaves,api:the-odds-api,17,1.7664705882352942,3.5476470588235296,4.775882352941176,1.85,3.75,5.2
2026-04-04T22:35:21Z,2026-04-11|Sevilla|Atletico Madrid,c81f5a4b65049a4e0a90fc94be704069,2026-04-11,Sevilla,Atletico Madrid,api:the-odds-api,16,3.47625,3.498125000000001,2.0768750000000002,3.63,3.62,2.2
2026-04-04T22:35:21Z,2026-04-12|Athletic Club|Villarreal,a1e8d7ee23f8c72f75be14bb70723d99,2026-04-12,Athletic Club,Villarreal,api:the-odds-api,16,2.325,3.5081249999999993,2.9312500000000004,2.46,3.68,3.25
2026-04-04T22:35:21Z,2026-04-12|Celta Vigo|Oviedo,1a8b233790dce45b2219cdb234a7916c,2026-04-12,Celta Vigo,Oviedo,api:the-odds-api,16,1.623125,4.198125,4.9643749999999995,1.69,4.46,5.6
2026-04-04T22:35:21Z,2026-04-12|Mallorca|Rayo Vallecano,21c5b81029447a350af6e553f1e31c5c,2026-04-12,Mallorca,Rayo Vallecano,api:the-odds-api,16,2.56,3.335625,2.7199999999999998,2.67,3.54,2.8
2026-04-04T22:35:21Z,2026-04-12|Osasuna|Real Betis,ed245ff0289860db9cd29c9b76b44926,2026-04-12,Osasuna,Real Betis,api:the-odds-api,15,2.3213333333333335,3.4666666666666663,2.961333333333334,2.43,3.63,3.1
2026-04-04T22:35:21Z,2026-04-13|Levante|Getafe,c4a4e452254d87ff646343d0357d58e7,2026-04-13,Levante,Getafe,api:the-odds-api,16,2.6293749999999996,3.034375,2.86375,2.8,3.17,3.0
